Optimizer Name|Mean_Training_Loss_epoch1|Mean_Training_Loss_epoch2|Mean_Training_Loss_epoch3|Mean_Training_Loss_epoch4|Mean_Training_Loss_epoch5|Mean_Training_Loss_epoch6|Mean_Training_Loss_epoch7|Mean_Training_Loss_epoch8|Mean_Training_Loss_epoch9|Mean_Training_Loss_epoch10|Std_Training_Loss_epoch1|Std_Training_Loss_epoch2|Std_Training_Loss_epoch3|Std_Training_Loss_epoch4|Std_Training_Loss_epoch5|Std_Training_Loss_epoch6|Std_Training_Loss_epoch7|Std_Training_Loss_epoch8|Std_Training_Loss_epoch9|Std_Training_Loss_epoch10
HeavyBall|2.1266|1.7976|1.6340333333333332|1.5028|1.3962|1.2993333333333332|1.2205333333333332|1.1467333333333334|1.0819|0.9803999999999999|0.0255869107162237|0.02161272773159388|0.018388674050440285|0.025209522010541944|0.02668838698760192|0.021485886840745698|0.03386182708203051|0.03222830019304975|0.008850423718670123|0.030641801513618602
HeavyBallCurvature|2.1557999999999997|2.019133333333333|1.7766000000000002|1.5005333333333333|1.1906333333333334|0.8302333333333333|0.5723|0.3405666666666667|0.1559|0.11256666666666666|0.027649050616612394|0.18853552273599078|0.20146453782241677|0.2393920912088228|0.283511769303028|0.29725607366937573|0.27948930212085044|0.13088962271063867|0.06956917420812181|0.07389325634544287
NAG|2.1266|1.7977|1.6341333333333334|1.5026333333333335|1.3960666666666668|1.2997666666666667|1.2209666666666668|1.1477333333333333|1.0836333333333332|0.9817666666666667|0.0255869107162237|0.021356966076669297|0.01825824014885696|0.02561100024078197|0.0273467243620389|0.02197324130239627|0.03460149322404066|0.034270298121454046|0.011021040483245419|0.031760719975046696
NAGCurvature|2.1090666666666666|1.9695333333333334|1.7836333333333332|1.5799333333333336|1.3581333333333332|1.1643000000000001|0.8383666666666666|0.6223|0.1303|0.10944999999999999|0.06985845212523184|0.3587932598772354|0.44680685237956375|0.19245145708290537|0.5027485090314374|0.7367503444179717|0.62440612051239|0.5921547432892859|0.10889444430272834|0.0531037192671097
NAdam|1.9271666666666667|1.2306333333333332|0.7795666666666667|0.4097|0.2157|0.04776666666666667|0.011099999999999999|0.0034333333333333334|0.0007000000000000001|0.00039999999999999996|0.024766173166909256|0.022508961178458103|0.03619617843548315|0.1830685937019237|0.19244342025644834|0.020489102794737826|0.006781592733274388|0.0033261589458913918|0.00034641016151377546|0.00017320508075688773
NAdamCurvature|1.9468666666666667|1.2815333333333332|0.8677333333333334|0.49169999999999997|0.1597|0.09449999999999999|0.031033333333333333|0.007666666666666668|0.0038|0.0006666666666666666|0.035911743668796355|0.06610645455122618|0.14148796179651943|0.2874730074285236|0.07421974130916922|0.03649205392958856|0.022056820562658914|0.008568741642349439|0.005282991576748917|0.0004618802153517005
NAdamW|1.9392666666666667|1.2697|0.7976666666666666|0.3361666666666667|0.16469999999999999|0.03546666666666667|0.012733333333333333|0.0021333333333333334|0.0006666666666666666|0.00036666666666666667|0.02488781495698906|0.05749756516583985|0.027630116419105646|0.035021469605562426|0.06119321857853205|0.002764657905299196|0.004164532786920201|0.0012342339054382413|0.00020816659994661328|5.7735026918962605e-05
NAdamWCurvature|1.9235333333333333|1.2253333333333334|0.7665666666666667|0.33673333333333333|0.11963333333333333|0.043300000000000005|0.0305|0.18033333333333335|0.0497|0.020433333333333335|0.01720823446299281|0.023655091065843174|0.024175676481400312|0.07386266535492292|0.039226564128576606|0.02143338517360242|0.026846973758693923|0.292342270862996|0.057064787741653786|0.02216333308266907
RMSProp|5.1449|1.3256666666666665|0.9584|0.6155666666666667|0.35273333333333334|0.14886666666666667|0.2495666666666667|0.18599999999999997|0.022766666666666668|0.15410000000000001|0.6046559434918339|0.029066360854660328|0.09341375701683353|0.10588792817565804|0.07684336883123576|0.03756864827663264|0.17706782128137608|0.12323988802331814|0.014698752781557125|0.25963489750031676
RMSPropCurvature|5.318733333333333|1.3373666666666668|0.9628666666666666|0.6116666666666667|0.3435333333333333|0.19433333333333333|0.09999999999999999|0.17556666666666665|0.1348666666666667|0.06760000000000001|0.6769215193309586|0.04410740678540661|0.07942822756006405|0.10804685711918385|0.0891529210588937|0.03930106020622514|0.06314515024924716|0.19353762769377258|0.11647344475601869|0.032118374803218164
RMSPropMomentum|5.479900000000001|1.4322666666666668|1.0561333333333334|0.7112666666666666|0.3967|0.16163333333333332|0.07743333333333334|0.1857|0.11469999999999998|0.19053333333333333|0.6597515517223133|0.03957806631624814|0.026932570121199744|0.013053862774417927|0.043861942501444255|0.01701009504186655|0.01780009363271253|0.09571227716442648|0.17185307678362932|0.21744839234478913
RMSPropMomentumCurvature|5.453500000000001|1.4198333333333333|1.0270333333333335|0.6637|0.3611|0.14793333333333333|0.0687|0.2543666666666667|0.05706666666666666|0.08710000000000001|0.6897861480198046|0.03564468169774186|0.05919056794231095|0.07838086501181266|0.08649965317849548|0.031641955270389564|0.011387273598188462|0.18330314599955272|0.05140586866626546|0.14274466715082565
SimpleSGD|2.2794333333333334|2.2240333333333333|2.1605666666666665|2.0885000000000002|2.0196666666666663|1.957|1.9059333333333335|1.8629|1.8255666666666668|1.7911666666666666|0.007739078325829895|0.02085001998400344|0.03546918850683421|0.0510532075388021|0.05731721672702998|0.05792313872710976|0.05413550898747812|0.04437476760502531|0.04206855516099087|0.03712847065707582
SimpleSGDCurvature|1.9871999999999999|1.6836666666666666|1.4322|1.2207|0.9471666666666666|0.6833|0.34136666666666665|0.16746666666666665|0.0386|0.035|0.026656331330473668|0.07133402647638315|0.04188949749042119|0.048593312297064144|0.06647235014149365|0.06772746857811833|0.07966387721755284|0.045554838747748135|0.005881326381013046|0.03325597690641489
